|      350 | ES4317    |  109.000000 |
|      350 | ES5070    |  129.000000 |
|      240 | SKW2984   |   75.000000 |
|      190 | MK4432    |  250.000000 |
|      190 | MK4618    |  195.000000 |
|      240 | SKW6662   |  125.000000 |
|      218 | AX4400    |  110.000000 |
|      240 | SKT5200   |  295.000000 |
|      350 | LE1054    |  119.000000 |
|      350 | ES3203    |  139.000000 |
|      190 | MK4619    |  195.000000 |
|      240 | SKW2837   |   75.000000 |
|      240 | SKW2985   |  145.000000 |
|      350 | FTW7011   |  195.000000 |
|      240 | SKW6520   |   95.000000 |
|      350 | ES4897    |  129.000000 |
|      240 | 456SSS    |  125.000000 |
|      350 | CE1105    |  219.000000 |
|      350 | FS5775    |  139.000000 |
|      190 | MK6428    |  250.000000 |
|      218 | AR60021   |  395.000000 |
|      190 | MK6836    |  295.000000 |
|      350 | ES4898    |  129.000000 |
|      190 | MK6728    |  375.000000 |
|      350 | S161077   |   26.000000 |
|      350 | BQ3601    |  149.000000 |
|      350 | ES3716    |  149.000000 |
|      350 | FTW5009   |  175.000000 |
|      350 | FS5603    |  169.000000 |
|      190 | MK6849    |  195.000000 |
|      350 | FS5815    |  149.000000 |
|      350 | FTW6063   |  295.000000 |
|      218 | AX5908    |  180.000000 |
|      350 | FTW1194   |  155.000000 |
|      350 | ES5006    |  109.000000 |
|      190 | MK6799    |  195.000000 |
|      218 | AX2611    |  200.000000 |
|      240 | SKT5205   |  295.000000 |
|      350 | ME3199    |  189.000000 |
|      350 | ES5076    |  119.000000 |
|      190 | MK6558    |  275.000000 |
|      218 | AR11208   |  325.000000 |
|      240 | SKW2981   |  175.000000 |
|      350 | FS4931    |  169.000000 |
|      190 | MK3197    |  195.000000 |
|      350 | ES4647    |  109.000000 |
|      190 | MK2748    |  150.000000 |
|      218 | AR11266   |  395.000000 |
|      218 | AR60022   |  445.000000 |
|      350 | C181031   |   89.000000 |
|      350 | FS5824    |  149.000000 |
|      240 | SKW2864   |  125.000000 |
|      350 | FS5786SET |  169.000000 |
|      240 | SKW6355   |   95.000000 |
|      218 | AR11345   |  295.000000 |
|      350 | S161078   |   26.000000 |
|      218 | AX2904    |  150.000000 |
|      240 | SKW2986   |  155.000000 |
|      350 | FTW6054   |  295.000000 |
|      350 | BQH3004   |  175.000000 |
|      218 | AX2413    |  180.000000 |
|      218 | AR2502    |  175.000000 |
|      240 | SKW6710   |  175.000000 |
|      240 | SKW2693   |   75.000000 |
|      350 | FTW5073   |  175.000000 |
|      350 | LE1120    |  159.000000 |
|      218 | AR60036   |  395.000000 |
|      350 | FTW7012   |  215.000000 |
|      190 | MK6791    |  325.000000 |
|      190 | MK6848    |  195.000000 |
|      190 | MK8639    |  275.000000 |
|      350 | ES5074    |  129.000000 |
|      350 | ES5084    |  109.000000 |
|      240 | SKT5204   |  295.000000 |
|      350 | BQD1000   |  275.000000 |
|      350 | ES5010    |  129.000000 |
|      190 | MK2834    |  150.000000 |
|      218 | AX2716    |  180.000000 |
|      218 | AR11344   |  295.000000 |
|      240 | SKW6717   |  275.000000 |
|      350 | ES5096    |  139.000000 |
|      350 | ES4613    |  109.000000 |
|      350 | S141124   |   39.000000 |
|      350 | C181026   |   99.000000 |
|      190 | MK6840    |  295.000000 |
|      240 | SKW2983   |  145.000000 |
|      218 | AR11299   |  345.000000 |
|      240 | SKW6104   |  145.000000 |
|      190 | MK4494    |  350.000000 |
|      350 | ES3020    |  129.000000 |
|      218 | AX2854    |  210.000000 |
|      190 | MK6842    |  395.000000 |
|      240 | SKW2692   |   75.000000 |
|      218 | AR70004   |  495.000000 |
|      218 | AR1828    |  245.000000 |
|      350 | FS5790    |  149.000000 |
|      350 | ME3098    |  249.000000 |
|      350 | FS5661    |  119.000000 |
|      240 | SKW2875   |  145.000000 |
|      240 | SKW2856   |   95.000000 |
|      350 | ES3204    |  129.000000 |
|      350 | ME3187    |  219.000000 |
|      240 | SKW6078   |  165.000000 |
|      218 | AR11356   |  225.000000 |
|      218 | AR11316   |  345.000000 |
|      218 | AR11378   |  245.000000 |
|      218 | AX5381    |  160.000000 |
|      190 | MK2850    |  195.000000 |
|      190 | MK2683    |  195.000000 |
|      190 | MK2803    |  150.000000 |
|      350 | ES4673    |  129.000000 |
